21,0,1,27,0,2
21,0,2,27,0,3
21,1,1,27,1,2
21,1,2,27,1,3
21,2,3,27,2,2
21,2,2,27,2,3
21,2,6,27,2,4
21,3,2,27,3,2
21,3,3,27,3,3
21,3,1,27,3,4
21,4,1,27,4,2
21,4,2,27,4,3
21,5,1,27,5,2
21,5,2,27,5,3
21,6,1,27,6,4
21,6,3,27,6,3
21,6,2,27,6,5
21,7,1,27,7,4
21,7,2,27,7,2
21,7,4,27,7,5
21,8,1,27,8,5
21,8,2,27,8,2
21,9,2,27,9,2
21,9,3,27,9,4
21,10,3,27,10,5
21,10,2,27,10,1
21,10,1,27,10,4
21,11,1,27,11,2
21,11,3,27,11,4
21,11,6,27,11,6
21,12,1,27,12,2
21,12,2,27,12,6
21,13,1,27,13,1
21,13,2,27,13,2
21,14,1,27,14,2
21,14,3,27,14,3
21,14,2,27,14,1
21,15,5,27,15,3
21,15,1,27,15,2
21,15,2,27,15,1

