41,1,1,42,1,1
41,1,2,42,1,2
41,2,1,42,2,1
41,2,2,42,2,2
41,3,1,42,3,1
41,3,2,42,3,2
41,4,1,42,4,1
41,4,2,42,4,2
41,5,1,42,5,1
41,5,2,42,5,2
41,5,3,42,5,3
41,6,1,42,6,1
41,6,2,42,6,2
41,6,3,42,6,3
41,7,1,42,7,1
41,7,3,42,7,2
41,7,2,42,7,3
41,7,4,42,7,4
41,7,5,42,7,5
41,8,1,42,8,1
41,8,2,42,8,2
41,8,3,42,8,3
41,8,4,42,8,4
41,8,5,42,8,5
41,9,1,42,9,1
41,9,2,42,9,2
41,9,3,42,9,3
41,9,4,42,9,4
41,10,1,42,10,1
41,10,2,42,10,2
41,10,3,42,10,3
41,11,1,42,11,1
41,11,2,42,11,2
41,11,3,42,11,3
41,11,4,42,11,4
41,12,1,42,12,1
41,12,2,42,12,2
41,12,3,42,12,3
41,12,4,42,12,4
42,1,1,43,1,1
42,1,2,43,1,2
42,2,1,43,2,2
42,2,2,43,2,1
42,3,1,43,3,2
42,3,2,43,3,1
42,4,1,43,4,2
42,4,2,43,4,1
42,5,1,43,5,3
42,5,2,43,5,2
42,5,3,43,5,1
42,6,1,43,6,3
42,6,2,43,6,2
42,6,3,43,6,1
42,7,1,43,7,5
42,7,2,43,7,1
42,7,3,43,7,4
42,7,4,43,7,3
42,7,5,43,7,6
42,8,1,43,8,4
42,8,2,43,8,1
42,8,3,43,8,3
42,8,4,43,8,2
42,8,5,43,8,5
42,9,1,43,9,4
42,9,2,43,9,1
42,9,3,43,9,3
42,9,4,43,9,2
42,10,1,43,10,3
42,10,2,43,10,2
42,10,3,43,10,1
42,11,1,43,11,3
42,11,2,43,11,2
42,11,3,43,11,1
42,11,4,43,11,4
42,12,1,43,12,4
42,12,2,43,12,2
42,12,3,43,12,1
42,12,4,43,12,3
