121,1,3,127,1,1
121,1,4,127,1,2
121,2,1,127,2,1
121,2,2,127,2,2
121,3,1,127,3,3
121,3,2,127,3,1
121,3,3,127,3,2
121,4,1,127,4,3
121,4,2,127,4,2
121,4,3,127,4,1
121,5,1,127,5,3
121,5,2,127,5,5
121,5,3,127,5,1
121,5,4,127,5,2
121,5,5,127,5,4
121,5,6,127,5,6
121,6,1,127,6,3
121,6,2,127,6,2
121,6,3,127,6,1
121,7,1,127,7,4
121,7,2,127,7,3
121,7,3,127,7,2
121,7,4,127,7,1
121,8,1,127,8,3
121,8,2,127,8,4
121,8,3,127,8,2
121,8,4,127,8,1
121,9,1,127,9,4
121,9,2,127,9,3
121,9,3,127,9,2
121,9,4,127,9,1
121,10,1,127,10,5
121,10,2,127,10,4
121,10,3,127,10,3
121,10,4,127,10,2
121,10,5,127,10,1
121,11,1,127,11,4
121,11,2,127,11,5
121,11,3,127,11,3
121,11,4,127,11,2
121,11,5,127,11,1
121,12,1,127,12,4
121,12,2,127,12,5
121,12,3,127,12,1
121,12,4,127,12,2
121,12,5,127,12,3
