21,0,1,27,0,1
21,0,2,27,0,2
21,1,1,27,1,1
21,1,2,27,1,2
21,2,2,27,2,1
21,2,1,27,2,2
21,2,3,27,2,3
21,3,2,27,3,1
21,3,3,27,3,2
21,3,1,27,3,3
21,4,1,27,4,1
21,4,2,27,4,2
21,5,1,27,5,1
21,5,2,27,5,2
21,6,1,27,6,2
21,6,3,27,6,1
21,6,2,27,6,3
21,7,2,27,7,1
21,7,1,27,7,2
21,7,3,27,7,3
21,8,1,27,8,2
21,8,2,27,8,1
21,9,2,27,9,1
21,9,3,27,9,2
21,10,1,27,10,2
21,10,2,27,10,1
21,10,3,27,10,3
21,11,1,27,11,1
21,11,3,27,11,3
21,11,2,27,11,2
21,12,1,27,12,1
21,12,2,27,12,2
21,13,1,27,13,1
21,13,2,27,13,2
21,14,1,27,14,2
21,14,2,27,14,1
21,14,3,27,14,3
21,15,1,27,15,2
21,15,2,27,15,1
21,15,4,27,15,3
