120,1,249.8,669.2,575.0,405.5999999999999,1,1,1.0
121,1,249.71,641.33,612.6999999999999,432.12,1,1,1.0
122,1,246.62,604.54,662.78,467.68000000000006,1,1,1.0
123,1,266.4,566.26,680.4,505.55999999999995,1,1,1.0
124,1,295.6,529.43,682.6999999999999,541.61,1,1,1.0
125,1,326.3,493.98,698.3500000000001,575.47,1,1,1.0
126,1,360.5,464.33,710.9100000000001,603.8800000000001,1,1,1.0
127,1,378.8,438.29,725.97,629.46,1,1,1.0
128,1,415.4,419.42,714.7800000000001,648.1799999999998,1,1,1.0
129,1,432.0,406.61,721.69,660.9599999999999,1,1,1.0
130,1,460.3,393.62,714.25,673.9699999999999,1,1,1.0
131,1,476.8,385.58,714.44,681.4100000000001,1,1,1.0
132,1,493.0,378.22,707.47,688.55,1,1,1.0
133,1,526.8,371.03,680.71,695.6800000000001,1,1,1.0
134,1,549.8,362.55,665.9000000000001,704.8,1,1,1.0
135,1,565.5,349.62,655.06,716.7099999999999,1,1,1.0
136,1,592.3,334.28,633.19,732.96,1,1,1.0
137,1,602.9,317.98,626.9900000000001,749.6299999999999,1,1,1.0
138,1,625.2,300.0,608.9300000000001,767.76,1,1,1.0
139,1,640.0,284.58,597.72,783.8900000000001,1,1,1.0
140,1,659.9,269.52,582.4699999999999,799.8900000000001,1,1,1.0
141,1,677.7,255.88,567.8599999999999,813.2500000000001,1,1,1.0
142,1,694.7,245.37,554.8,823.0100000000001,1,1,1.0
143,1,712.4,240.59,542.66,827.4999999999999,1,1,1.0
144,1,726.8,236.76,535.77,831.22,1,1,1.0
145,1,751.6,235.19,517.33,832.75,1,1,1.0
146,1,770.7,235.77,506.1099999999999,832.1700000000001,1,1,1.0
147,1,785.6,235.17,500.34000000000003,832.11,1,1,1.0
148,1,792.8,234.72,503.44000000000005,831.6600000000001,1,1,1.0
149,1,824.3,232.97,481.3600000000001,833.73,1,1,1.0
150,1,845.2,229.37,470.8799999999999,838.12,1,1,1.0
151,1,859.6,223.06,465.9599999999999,846.05,1,1,1.0
152,1,866.7,216.37,468.6399999999999,853.35,1,1,1.0
153,1,843.2,208.21,501.3899999999999,861.75,1,1,1.0
154,1,837.8,198.83,514.53,873.17,1,1,1.0
155,1,840.3,190.95,519.8500000000001,881.1699999999998,1,1,1.0
156,1,842.9,183.0,523.15,889.1600000000001,1,1,1.0
157,1,841.6,176.32,529.62,895.19,1,1,1.0
158,1,847.7,170.78,527.77,899.81,1,1,1.0
159,1,855.4,166.99,523.33,902.5899999999999,1,1,1.0
