3,1,831.0,309.0,250.0,738.0,1,1,1.0
3,2,584.0,331.0,256.0,693.0,1,1,1.0
4,1,832.0,310.0,255.0,737.0,1,1,1.0
4,2,585.0,329.0,257.0,697.0,1,1,1.0
4,3,824.9,285.4,205.13,423.49,1,1,1.0
5,1,832.0,311.0,261.0,736.0,1,1,1.0
5,2,585.0,328.0,260.0,695.0,1,1,1.0
5,3,824.9,285.4,205.13,422.73,1,1,1.0
6,1,832.0,312.0,266.0,736.0,1,1,1.0
6,2,588.0,328.0,257.0,699.0,1,1,1.0
6,3,824.9,285.4,205.13,421.97,1,1,1.0
7,1,832.0,314.0,271.0,735.0,1,1,1.0
7,2,590.0,329.0,253.0,691.0,1,1,1.0
7,3,824.9,285.4,205.13,421.22,1,1,1.0
8,1,833.0,315.0,272.0,734.0,1,1,1.0
8,2,593.0,331.0,248.0,694.0,1,1,1.0
8,3,824.9,285.4,205.13,420.46000000000004,1,1,1.0
9,1,836.0,315.0,269.0,733.0,1,1,1.0
9,2,597.0,332.0,241.0,698.0,1,1,1.0
9,3,824.9,285.4,205.13,419.70000000000005,1,1,1.0
10,1,838.0,313.0,265.0,727.0,1,1,1.0
10,2,599.0,333.0,239.0,698.0,1,1,1.0
10,3,826.94,283.52,205.0,419.0,1,1,1.0
11,1,841.0,312.0,253.0,693.0,1,1,1.0
11,2,603.0,334.0,233.0,693.0,1,1,1.0
11,3,831.0,284.0,200.0,420.9,1,1,1.0
12,1,844.0,309.0,242.0,693.0,1,1,1.0
12,2,606.0,333.0,229.0,667.0,1,1,1.0
12,3,831.63,283.53,200.0000000000001,420.0,1,1,1.0
13,1,847.0,308.0,225.0,683.0,1,1,1.0
13,2,609.0,330.0,225.0,659.0,1,1,1.0
13,3,835.05,284.52,193.6500000000001,417.48,1,1,1.0
14,1,846.0,307.0,215.0,653.0,1,1,1.0
14,2,613.0,326.0,219.0,660.0,1,1,1.0
14,3,837.52,285.16,193.0,416.99999999999994,1,1,1.0
15,1,848.0,302.0,206.0,642.0,1,1,1.0
15,2,614.0,323.0,217.0,644.0,1,1,1.0
15,3,837.63,285.68,174.66999999999996,416.99999999999994,1,1,1.0
16,1,849.0,295.0,197.0,647.0,1,1,1.0
16,2,615.0,322.0,214.0,619.0,1,1,1.0
16,3,837.0,283.52,161.39999999999998,417.0,1,1,1.0
17,1,847.0,290.0,194.0,650.0,1,1,1.0
17,2,616.0,320.0,212.0,604.0,1,1,1.0
17,3,836.63,286.94,161.0,417.00000000000006,1,1,1.0
18,1,847.0,289.0,188.0,651.0,1,1,1.0
18,2,618.0,321.0,208.0,593.0,1,1,1.0
18,3,836.63,287.89,158.89999999999998,416.05000000000007,1,1,1.0
19,1,845.0,289.0,184.0,650.0,1,1,1.0
19,2,619.0,322.0,205.0,593.0,1,1,1.0
19,3,836.63,288.83,156.78999999999996,415.11000000000007,1,1,1.0
20,1,837.0,291.0,186.0,648.0,1,1,1.0
20,2,620.0,324.0,202.0,591.0,1,1,1.0
20,3,836.63,289.77,154.69000000000005,414.1700000000001,1,1,1.0
21,1,834.0,300.0,182.0,638.0,1,1,1.0
21,2,621.0,325.0,200.0,584.0,1,1,1.0
21,3,836.63,290.71,152.58000000000004,413.2300000000001,1,1,1.0
22,1,831.0,302.0,178.0,638.0,1,1,1.0
22,2,621.0,325.0,198.0,585.0,1,1,1.0
22,3,836.63,291.66,150.48000000000002,412.28000000000003,1,1,1.0
23,1,830.0,303.0,174.0,637.0,1,1,1.0
23,2,620.0,325.0,199.0,581.0,1,1,1.0
23,3,836.63,292.6,148.37,411.34000000000003,1,1,1.0
24,1,829.0,304.0,169.0,632.0,1,1,1.0
